4;A0A1U9VX91;3.63e-08;100.000;100;Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2
5;A0A1U9VX91;1.14e-07;100.000;100;Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2
10;A0A1U9VX91;1.72e-07;100.000;100;Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2
19;A0A1U9VX91;9.72e-08;100.000;100;Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2
20;A0A1U9VX91;4.05e-10;96.154;100;Glycerotoxin paralog 1 (Fragment) OS=Glycera tridactyla OX=104710 PE=1 SV=2
51;A0A2G5IC96;4.05e-06;100.000;100;Non-reducing polyketide synthase CTB1 OS=Cercospora beticola OX=122368 GN=CTB1 PE=3 SV=1
58;C9K7B5;4.10e-06;100.000;100;AM-toxin synthetase AMT1 OS=Alternaria alternata OX=5599 GN=AMT1 PE=2 SV=1
67;Q12053;1.48e-10;100.000;100;Norsolorinic acid synthase OS=Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) OX=1403190 GN=aflC PE=1 SV=1
71;A2R6H1;1.40e-06;100.000;100;Highly reducing polyketide synthase otaA OS=Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513) OX=425011 GN=otaA PE=2 SV=2
72;V5Y0F7;2.10e-06;100.000;100;Reducing polyketide synthase AFT16-1 OS=Alternaria alternata OX=5599 GN=AFT16-1 PE=3 SV=1
76;A0A443HK11;1.59e-08;100.000;100;FAD-binding monooxygenase VdtE OS=Byssochlamys spectabilis OX=264951 GN=VdtE PE=1 SV=1
115;Q8TGA1;6.08e-06;100.000;100;Fatty acid synthase beta subunit aflB OS=Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) OX=1403190 GN=aflB PE=2 SV=1
